Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH
2020-03-27,12.0,,,,11.0,8.0,8.0,54.0,,,6.0,,9.0,,,,1.0,,,,61.0,,56.0,20.0,5.0,,251.0
2020-03-28,,,,,14.0,11.0,12.0,59.0,,,5.0,,11.0,,,,1.0,,,,69.0,,57.0,21.0,5.0,,277.0
2020-03-29,,,,,15.0,12.0,13.0,59.0,,,5.0,,16.0,,,,1.0,,,,69.0,,58.0,22.0,5.0,,287.0
2020-03-30,25.0,,,21.0,17.0,12.0,16.0,57.0,,,5.0,,12.0,,,,3.0,,,,75.0,,60.0,25.0,5.0,,333.0
2020-03-31,25.0,,,23.0,18.0,15.0,20.0,64.0,,,5.0,,14.0,1.0,,,3.0,,,,74.0,,63.0,24.0,6.0,,355.0
2020-04-01,27.0,,,26.0,17.0,16.0,23.0,64.0,,,5.0,12.0,14.0,2.0,,,3.0,,,,76.0,,65.0,26.0,5.0,,381.0
2020-04-02,27.0,,,24.0,18.0,17.0,23.0,62.0,,,3.0,11.0,12.0,2.0,,11.0,3.0,,,,75.0,,66.0,28.0,5.0,,387.0
2020-04-03,27.0,,,30.0,18.0,17.0,21.0,65.0,,,3.0,12.0,11.0,2.0,,12.0,3.0,,,,75.0,,64.0,26.0,7.0,,393.0
2020-04-04,,,,35.0,19.0,16.0,21.0,61.0,,,3.0,12.0,10.0,2.0,,13.0,3.0,,,,72.0,,64.0,28.0,7.0,,393.0
2020-04-05,,,,30.0,19.0,15.0,20.0,56.0,,,4.0,12.0,12.0,2.0,,13.0,3.0,,,,74.0,,63.0,26.0,7.0,,383.0
2020-04-06,25.0,,,35.0,17.0,13.0,19.0,56.0,,,4.0,6.0,10.0,2.0,,12.0,3.0,,,14.0,72.0,,61.0,26.0,8.0,,383.0
2020-04-07,25.0,,,34.0,18.0,13.0,22.0,51.0,,,4.0,6.0,10.0,2.0,,9.0,3.0,,,13.0,72.0,,60.0,25.0,8.0,,375.0
2020-04-08,23.0,,,35.0,18.0,14.0,22.0,49.0,,,4.0,,10.0,1.0,,12.0,2.0,,,15.0,71.0,,59.0,26.0,9.0,,376.0
2020-04-09,22.0,,,36.0,18.0,13.0,20.0,47.0,,,5.0,6.0,10.0,1.0,,13.0,2.0,,,12.0,72.0,,60.0,24.0,9.0,,370.0
2020-04-10,,,,33.0,17.0,13.0,19.0,47.0,,,5.0,6.0,11.0,1.0,,11.0,2.0,,,13.0,68.0,,63.0,24.0,9.0,,364.0
2020-04-11,23.0,,,33.0,16.0,,20.0,48.0,,,5.0,,11.0,2.0,,11.0,2.0,,,14.0,68.0,,63.0,20.0,9.0,,364.0
2020-04-12,,,,33.0,17.0,12.0,19.0,47.0,,,5.0,5.0,10.0,2.0,,9.0,2.0,,,14.0,63.0,,62.0,22.0,9.0,,354.0
2020-04-13,,,,32.0,16.0,,17.0,47.0,,,5.0,5.0,10.0,2.0,,10.0,2.0,,,17.0,63.0,,58.0,21.0,9.0,,349.0
2020-04-14,22.0,,,31.0,14.0,9.0,14.0,46.0,,,5.0,4.0,11.0,2.0,,9.0,2.0,,,16.0,63.0,,57.0,20.0,9.0,,334.0
2020-04-15,20.0,,,30.0,9.0,7.0,16.0,41.0,,,5.0,4.0,12.0,2.0,,9.0,2.0,,,14.0,60.0,,53.0,20.0,9.0,,313.0
2020-04-16,20.0,,,26.0,8.0,6.0,15.0,38.0,,,5.0,3.0,11.0,2.0,,7.0,2.0,,,14.0,59.0,,52.0,17.0,7.0,,292.0
2020-04-17,20.0,,,25.0,8.0,7.0,13.0,39.0,,,5.0,3.0,10.0,2.0,,9.0,2.0,,,13.0,57.0,,51.0,16.0,6.0,,286.0
2020-04-18,,,,22.0,7.0,,11.0,34.0,,,5.0,4.0,10.0,2.0,,7.0,4.0,,,12.0,56.0,,48.0,18.0,6.0,,273.0
2020-04-19,,,,20.0,7.0,,12.0,35.0,,,5.0,4.0,9.0,2.0,,7.0,2.0,,,12.0,54.0,,47.0,16.0,6.0,,265.0
2020-04-20,16.0,,,19.0,6.0,,11.0,34.0,,,4.0,5.0,10.0,2.0,,7.0,2.0,,,12.0,55.0,,41.0,15.0,5.0,,251.0
2020-04-21,18.0,,,17.0,3.0,9.0,8.0,32.0,,,4.0,5.0,7.0,1.0,,8.0,2.0,,,12.0,54.0,,40.0,14.0,4.0,,238.0
2020-04-22,15.0,,,14.0,3.0,7.0,5.0,30.0,,,4.0,,6.0,1.0,,6.0,2.0,,,9.0,42.0,,39.0,13.0,3.0,,204.0
2020-04-23,14.0,,2.0,11.0,3.0,7.0,5.0,29.0,,,4.0,7.0,6.0,1.0,,2.0,2.0,,,9.0,41.0,,37.0,13.0,3.0,,196.0
2020-04-24,14.0,,2.0,11.0,2.0,7.0,8.0,26.0,,,4.0,,6.0,0.0,,4.0,1.0,,,9.0,42.0,,34.0,14.0,3.0,,194.0
2020-04-25,,,,11.0,1.0,,7.0,27.0,,,4.0,8.0,4.0,0.0,,,1.0,,,8.0,40.0,,33.0,14.0,3.0,,188.0
2020-04-26,,,,9.0,0.0,,5.0,25.0,,,4.0,7.0,3.0,0.0,,4.0,2.0,,,8.0,37.0,,33.0,15.0,3.0,,178.0
2020-04-27,15.0,,2.0,10.0,1.0,,5.0,26.0,,,4.0,7.0,3.0,0.0,,2.0,3.0,,,8.0,34.0,,30.0,14.0,3.0,,174.0
2020-04-28,12.0,,2.0,7.0,1.0,7.0,5.0,23.0,,,5.0,7.0,3.0,0.0,,3.0,2.0,,,8.0,30.0,,29.0,13.0,3.0,,160.0
2020-04-29,10.0,,2.0,10.0,1.0,7.0,7.0,21.0,,,5.0,8.0,4.0,0.0,,10.0,2.0,,,7.0,29.0,,28.0,11.0,3.0,,165.0
2020-04-30,9.0,,2.0,9.0,1.0,8.0,6.0,19.0,,,5.0,8.0,5.0,0.0,,3.0,2.0,,,6.0,30.0,,24.0,10.0,3.0,,150.0
2020-05-01,11.0,,2.0,9.0,1.0,,5.0,18.0,,,5.0,8.0,2.0,0.0,,3.0,2.0,,,6.0,25.0,,23.0,10.0,1.0,,139.0
2020-05-02,,,2.0,9.0,2.0,,4.0,17.0,,,5.0,8.0,2.0,0.0,,,2.0,,,5.0,23.0,,23.0,10.0,1.0,,135.0
2020-05-03,,,2.0,10.0,1.0,,4.0,17.0,,,5.0,7.0,2.0,0.0,,,2.0,,,5.0,23.0,,23.0,10.0,1.0,,134.0
2020-05-04,5.0,,2.0,8.0,1.0,,4.0,17.0,,,5.0,6.0,3.0,0.0,,2.0,2.0,,,5.0,22.0,,23.0,10.0,1.0,,124.0
2020-05-05,5.0,,3.0,7.0,1.0,4.0,3.0,17.0,,,5.0,6.0,3.0,0.0,,,4.0,,,6.0,20.0,,22.0,8.0,2.0,,118.0
2020-05-06,5.0,,3.0,6.0,1.0,4.0,5.0,16.0,,,5.0,6.0,3.0,0.0,,2.0,4.0,,,6.0,15.0,,23.0,8.0,2.0,,114.0
2020-05-07,4.0,,2.0,8.0,1.0,4.0,5.0,15.0,,,4.0,6.0,4.0,0.0,,,4.0,,,6.0,13.0,,21.0,8.0,1.0,,108.0
2020-05-08,3.0,,2.0,8.0,1.0,4.0,5.0,11.0,,,4.0,6.0,2.0,0.0,,,3.0,,,5.0,13.0,,17.0,8.0,1.0,,95.0
2020-05-09,,,,7.0,1.0,,5.0,9.0,,,4.0,,2.0,0.0,,,3.0,,,5.0,12.0,,17.0,9.0,1.0,,92.0
2020-05-10,,,,7.0,1.0,,4.0,8.0,,,4.0,,1.0,0.0,,,3.0,,,5.0,10.0,,16.0,9.0,1.0,,86.0
2020-05-11,2.0,,2.0,7.0,1.0,,5.0,7.0,,,3.0,5.0,1.0,0.0,,1.0,3.0,,,5.0,10.0,,15.0,9.0,1.0,,81.0
2020-05-12,2.0,,2.0,6.0,1.0,3.0,6.0,5.0,,,3.0,5.0,1.0,0.0,,,3.0,,,5.0,9.0,,14.0,7.0,1.0,,74.0
2020-05-13,1.0,,,7.0,1.0,,5.0,6.0,,,2.0,4.0,1.0,0.0,,2.0,3.0,,,4.0,9.0,,14.0,7.0,0.0,,71.0
2020-05-14,1.0,,,5.0,1.0,,5.0,6.0,,,2.0,4.0,1.0,0.0,,,3.0,,,4.0,9.0,,14.0,7.0,0.0,,69.0
2020-05-15,1.0,,1.0,5.0,0.0,3.0,5.0,6.0,,,2.0,4.0,1.0,0.0,,2.0,3.0,,,4.0,7.0,,13.0,7.0,0.0,,64.0
2020-05-16,,,,5.0,1.0,,5.0,5.0,,,2.0,,,0.0,,,,,,4.0,8.0,,13.0,7.0,0.0,,65.0
2020-05-17,,,,5.0,1.0,,4.0,4.0,,,2.0,,,0.0,,,,,,4.0,7.0,,13.0,7.0,0.0,,62.0
2020-05-18,1.0,,1.0,2.0,0.0,,4.0,5.0,,,2.0,4.0,,0.0,,1.0,3.0,,,4.0,5.0,,13.0,6.0,0.0,,55.0
2020-05-19,,,,2.0,0.0,3.0,4.0,,,,,4.0,,,,,2.0,,,4.0,5.0,,,,0.0,,54.0
