Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH
2020-05-02,,,,,762.0,835.0,129.0,660.0,,,,,,,,,,,246.0,,774.0,72.0,,,136.0,,4692.0
2020-05-03,,,,,767.0,839.0,130.0,660.0,,,,,,,,,,,248.0,,779.0,72.0,,,137.0,,4710.0
2020-05-04,940.0,,,,769.0,840.0,130.0,661.0,,,,,,,,189.0,,,248.0,,782.0,72.0,,,138.0,,4770.0
2020-05-05,940.0,,,,773.0,842.0,131.0,664.0,,,,,,,,,,,252.0,,794.0,74.0,,,138.0,,4798.0
2020-05-06,960.0,,,,774.0,868.0,131.0,671.0,,,,,,,,203.0,,,258.0,,802.0,74.0,,,142.0,,4884.0
2020-05-07,970.0,,,,775.0,870.0,134.0,686.0,,,,,,,,,,,264.0,,809.0,75.0,,,143.0,,4930.0
2020-05-08,990.0,,,,778.0,874.0,134.0,694.0,,,,,,,,,,,267.0,,829.0,75.0,,,144.0,,4989.0
2020-05-09,,,,,783.0,881.0,134.0,700.0,,,,,,,,,,,268.0,,843.0,75.0,,,152.0,,5030.0
2020-05-10,,,,,785.0,882.0,137.0,707.0,,,,,,,,,,,,,847.0,75.0,,,152.0,,5047.0
2020-05-11,1030.0,,,,785.0,884.0,137.0,709.0,,,,,,,,210.0,,,272.0,,847.0,75.0,,,152.0,,5102.0
2020-05-12,1040.0,,,,789.0,892.0,138.0,711.0,,,,,,,,,,,277.0,,849.0,75.0,,,159.0,,5141.0
2020-05-13,1045.0,,,,789.0,894.0,139.0,722.0,,,,,,,,215.0,,,277.0,,851.0,78.0,,,161.0,,5172.0
2020-05-14,1060.0,,,,790.0,895.0,142.0,734.0,,,,,,,,,,,280.0,,857.0,78.0,,,161.0,,5213.0
2020-05-15,1060.0,,,,791.0,897.0,143.0,736.0,,,,,,,,216.0,,,280.0,,864.0,,,,163.0,,5229.0
2020-05-16,,,,,791.0,904.0,143.0,737.0,,,,,,,,,,,281.0,,870.0,79.0,,,168.0,,5250.0
2020-05-17,,,,,795.0,904.0,144.0,738.0,,,,,,,,,,,281.0,,873.0,79.0,,,168.0,,5259.0
2020-05-18,1075.0,,,,795.0,904.0,144.0,739.0,,,,,,,,217.0,,,281.0,,874.0,79.0,,,169.0,,5278.0
2020-05-19,1085.0,,,,797.0,916.0,144.0,743.0,,,,,,,,,,,281.0,,877.0,79.0,,,171.0,,5311.0
2020-05-20,1090.0,,,,798.0,916.0,144.0,746.0,,,,,,,,217.0,,,282.0,,881.0,82.0,,,171.0,,5328.0
2020-05-21,,,,,798.0,916.0,146.0,763.0,,,,,,,,,,,283.0,,885.0,82.0,,,173.0,,5354.0
2020-05-22,,,,,799.0,916.0,146.0,765.0,,,,,,,,,,,284.0,,887.0,84.0,,,173.0,,5362.0
2020-05-23,,,,,800.0,916.0,146.0,777.0,,,,,,,,,,,284.0,,888.0,84.0,,,174.0,,5377.0
2020-05-24,,,,,801.0,916.0,147.0,777.0,,,,,,,,,,,284.0,,888.0,84.0,,,174.0,,5379.0
2020-05-25,1110.0,,,,801.0,920.0,148.0,,,,,,,,,,,,284.0,,888.0,84.0,,,175.0,,5405.0
2020-05-26,,,,,802.0,922.0,148.0,,,,,,,,,,,,284.0,,888.0,86.0,,,176.0,,5411.0
2020-05-27,,,,,802.0,923.0,148.0,,,,,,,,,,,,284.0,,889.0,86.0,,,179.0,,5416.0
2020-05-28,,,,,,,,,,,,,,,,,,,,,891.0,,,,180.0,,5419.0
